localidad;temperatura;ppm;pb_final-inicial;vol_f-i;largo_f-i;ancho_f-i;alto_f-i;pt_f-i;mdc_f;peso_seco_de_la_concha;volumen_cm;pseco_mb;p_ldc;r2;pendiente;extension_max;carga_max;ph_promedio_25C;salinidad;temperatura ;alcalinidad_total ;pCO2;calcita;aragonita;pendiente;R2;ml/g_l_h_14C;mgo2_h_g_1;lat/min;modulo_elastico;estres_max;presion_Max;r2;a;b;c;d;e;f;g
Talcaruca;15°C;1500ppm;0.003;na;0.16;1.29;5.04;-0.006;0.318;0.122;0;0.009;0.002;0.852;327.131;0.12;39.802;7.703.692.434;34.07;15.7;340.136.437;1.489.724.173;2.785.920.753;178.911.856;0.011;0.813;0.005;0.081;21.768;498.714;63.856;0.134;0.858;1.416.581;1.535.707;2.261.963;2.530.488;1.900.678;1717.15;1501.77
Talcaruca;15°C;1500ppm;0.004;na;0.35;1.03;4.72;0.032;0.288;0.108;0;0.007;0.001;0.94;309.138;0.096;30.456;7.703.692.434;34.07;15.7;2.164.375.808;9.428.930.678;1.760.469.479;1.130.573.659;na;na;na;na;16.188;496.365;78.185;0.164;0.895;1.357.358;1861.69;1.524.268;1.644.718;1.703.629;1877.14;1.262.293
Talcaruca;10°C;500ppm;0.003;-878.278;0.07;0.6;0.52;0.029;0.328;0.078;-8.783;0.004;0.001;0.895;252.585;0.138;35.578;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219;na;na;na;na;na;na;na;na;na;1.553.109;1.670.517;1.401.417;1.730.832;1.723.971;1421.69;1.142.904
Talcaruca;10°C;500ppm;0.004;-677.518;0.04;1.42;0.43;0.07;0.366;0.088;-6.775;0.006;0.001;0.865;349.71;0.134;45.214;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912;na;na;na;na;19.08;421.215;33.033;0.079;0.984;1.809.092;2.346.516;1.582.776;1.723.971;1.437.185;1.564.875;1.683.645
Talcaruca;10°C;500ppm;0.002;-1.021.629;0.14;1.54;1.18;0.023;0.3;0.076;-10.216;0.005;0.001;0.831;90.08;0.132;12.381;7.968.810.547;34.43;10.47;9.950.677.606;167.338.182;1.333.619.653;0.848142917;na;na;na;na;na;510.373;30.369;0.06;0.956;1.479.766;2.115.281;1.908.622;2.368.394;1.940.902;2.069.547;1.908.622
Talcaruca;10°C;500ppm;0.002;507.792;1.77;4.92;1.9;0.007;0.266;0.088;5.078;0.005;0.001;0.94;194.583;0.107;21.292;7.968.810.547;34.43;10.47;3.885.528.431;5.943.410.262;0.45806213;0.291314057;na;na;na;na;11.688;432.326;87.727;0.205;0.989;1.831.358;1.744.679;1.651.112;1861.69;1.582.776;1717.15;1861.69
Talcaruca;10°C;1500ppm;0.005;-993.478;0.09;0.84;0.37;0.035;0.234;0.074;-9.935;0.006;0.001;0.956;334.702;0.155;52.401;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489;0.03;0.791;0.014;0.295;16.932;261.197;14.639;0.055;0.955;1.582.776;1.266.591;1.442.407;1.638.362;1.683.645;1.957.351;2.683.047
Talcaruca;10°C;1500ppm;0.002;-1253.57;0.05;0.51;0.13;0;0.298;0.062;-12.536;0.006;0.001;0.884;206.291;0.159;31.332;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859;na;na;na;na;21.588;296.908;61.37;0.198;0.945;1.518.596;1.541.475;1.442.407;1.924.661;1.965.653;1501.77;1717.15
Talcaruca;10°C;1500ppm;0.001;-1.139.622;0.06;0.53;0.01;0.026;0.31;0.072;-11.396;0.006;0.001;0.844;225.894;0.114;26.672;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186;na;na;na;na;2.832;138.904;14.618;0.103;0.973;1.884.937;1.940.902;1.990.881;1.823.891;2.191.674;1.823.891;1.965.653
Talcaruca;10°C;1500ppm;0.006;-1.222.614;0.36;0.43;0.42;0.023;0.264;0.086;-12.226;0.006;0.001;0.8;203.48;0.155;32.076;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224;0.013;0.768;0.006;0.108;16.368;427.562;49.168;0.116;0.867;1.479.766;1.638.362;1.416.581;1.396.416;1.547.276;1.607.126;1.670.517
Talcaruca;15°C;500ppm;0.005;-1.322.864;0.27;0.15;0.94;0.06;0.302;0.068;-13.229;0.007;0;0.985;309.093;0.132;43.53;8.058;34.07;15.36;1.157.805.072;1.878.427.748;1.892.477.759;1.214.427.108;na;na;na;na;31.92;406.797;45.366;0.116;0.838;1.696.928;1.512.956;1.677.062;1.576.775;1861.69;1.744.679;1.452.935
Talcaruca;15°C;500ppm;0.01;-1.190.487;0.06;0.45;0.23;0.032;0.304;0.099;-11.905;0.004;0;na;na;na;na;8.058;34.07;15.36;1.152.715.223;1.869.699.094;1.883.501.512;1.208.666.936;na;na;na;na;na;684.406;91.679;0.14;0.896;1.279.615;1324.51;1.535.707;1.496.223;1.600.986;1.613.301;1.892.783
Talcaruca;15°C;500ppm;0.01;-1.189.561;0.11;0.65;0.04;0.024;0.308;0.082;-11.896;0.007;0;0.782;349.461;0.149;51.205;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867;na;na;na;na;14.225;308.56;28.364;0.091;0.981;1.541.475;1.381.574;1.607.126;1.496.223;1.452.935;1.625.759;1.297.295
Talcaruca;15°C;500ppm;0.009;-1.422.175;0.06;1.19;0.1;0.005;0.286;0.077;-14.222;0.006;0;0.907;389.663;0.08;31.043;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251;na;na;na;na;16.812;359.637;45.62;0.121;0.898;1.558.975;1.490.707;1.846.431;2.282.668;1.999.398;1.957.351;1.916.616
Talcaruca;15°C;1500ppm;0.005;-1.010.232;0.19;1.48;0.49;0.01;0.316;0.097;-10.102;0.006;0.001;0.879;480.459;0.102;47.884;7.703.692.434;34.07;15.7;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608;na;na;na;na;na;608.598;113.512;0.182;0.973;1.401.417;1.529.972;1.564.875;1.479.766;2.060.578;1.677.062;1.730.832
Talcaruca;15°C;1500ppm;0.02;-1.053.917;0.17;0.13;0.39;0.019;0.304;0.144;-10.539;-0.002;0.002;0.971;60.237;0.138;9.196;7.703.692.434;34.07;15.7;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857;0.011;0.837;0.005;0.088;na;639.092;64.119;0.104;0.929;1.564.875;1.594.881;1.607.126;1.801.761;1717.15;1.644.718;1362.15
Talcaruca;15°C;1500ppm;0.01;-1.100.587;0.65;0.11;0.09;-0.007;0.304;0.124;-11.006;0.007;0.001;0.801;516.294;0.181;91.25;7.703.692.434;34.07;15.7;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713;0.009;0.79;0.004;0.055;13.2;434.097;26.488;0.06;0.993;1501.77;1.607.126;1.437.185;1.990.881;1.831.358;1.982.418;1.710.369
Talcaruca;15°C;1500ppm;0.027;-1.045.172;0.07;0.17;0.24;0.058;0.296;0.114;-10.452;0.01;0.001;0.965;441.865;0.078;38.014;7.703.692.434;34.07;15.7;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331;0.019;0.89;0.009;0.12;na;540.536;72.526;0.138;0.963;1.772.875;1.924.661;2007.97;1.809.092;1.600.986;1.564.875;1.570.808
Talcaruca;10°C;500ppm;0.002;-1.813.848;0.01;0.32;0.09;0.028;0.304;0.055;-18.138;0.004;0.001;0.824;222.517;0.177;40.49;7.968.810.547;34.43;10.47;5.018.666.814;7.978.488.662;0.620266886;0.394471516;na;na;na;na;28.716;336.091;27.837;0.082;0.905;1.485.222;1.625.759;1.553.109;1.600.986;1.664.011;1.220.499;1.632.042
Talcaruca;10°C;500ppm;0.002;-1.917.302;-0.52;1.18;0.06;0.032;0.27;0.047;-19.173;0.003;0.001;0.879;231.167;0.122;28.466;7.968.810.547;34.43;10.47;5.255.217.167;8.401.806.615;0.654236104;0.41607494;na;na;na;na;na;314.918;21.688;0.068;0.975;1.916.616;2.201.513;2.390.581;1717.15;1.357.358;1.801.761;1.632.042
Talcaruca;10°C;500ppm;0.001;-1.836.054;0.62;0.56;-0.03;0.02;0.326;0.056;-18.361;0.004;0.001;0.945;347.742;0.087;30.696;7.968.810.547;34.43;10.47;1.184.127.683;2.006.405.865;1.608.969.792;1.023.257.516;na;na;na;na;20.376;189.493;10.468;0.053;0.92;1.512.956;1204.36;1.625.759;1.529.972;1.657.543;1.437.185;1.664.011
Talcaruca;10°C;500ppm;0.003;-1.714.301;0.09;0.37;0.14;0.039;0.312;0.076;-17.143;0.006;0.001;0.957;278.415;0.138;39.435;7.968.810.547;34.43;10.47;5.374.033.184;8.614.258.507;0.67131087;0.42693399;na;na;na;na;15.84;686.831;132.422;0.203;0.901;1.632.042;1.625.759;1.932.756;1.884.937;1.696.928;1.924.661;1.884.937
Talcaruca;10°C;1500ppm;0.002;-1.835.024;0.4;0.14;0.02;0.029;0.26;0.072;-18.35;0.005;0.001;0.687;207.756;0.166;36.294;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714;0.038;0.662;0.017;0.377;3.132;451.684;53.515;0.118;0.987;1.474.341;1.529.972;1.664.011;1.801.761;1.594.881;1.518.596;1.730.832
Talcaruca;10°C;1500ppm;0.011;-1.693.692;0.12;0.99;0.4;0.033;0.296;0.081;-16.937;0.007;0.001;0.931;426.664;0.076;36.189;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183;0.019;0.829;0.009;0.172;26.94;768.998;65.822;0.089;0.919;1.507.348;1.347.849;1.677.062;1861.69;2.106.014;2.211.418;2.459.042
Talcaruca;10°C;1500ppm;0.014;-1.580.835;0.51;0.59;0.98;0.023;0.25;0.062;-15.808;0.005;0.001;0.255;19.024;0.253;8.106;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981;0.005;0.577;0.002;0.066;na;364.719;25.621;0.072;0.861;1.099.847;1.092.908;1.030.139;1.173.028;1.124.661;1.059.178;1.099.847
Talcaruca;10°C;1500ppm;0.011;-2080.99;0.36;0.9;-0.18;0.017;0.302;0.058;-20.81;0.005;0;0.985;387.812;0.112;47.179;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878;na;na;na;na;na;555.284;40.093;0.076;0.945;1.588.811;1.262.293;1.677.062;1501.77;1.474.341;1.744.679;1.212.389
Talcaruca;15°C;500ppm;0.004;-2.118.576;0.46;0.68;0.3;0.014;0.3;0.052;-21.186;0.005;0;0.967;201.388;0.125;25.789;8.058;34.07;15.36;1.585.988.789;2.611.580.164;2.648.630.946;169.966.025;na;na;na;na;16.812;na;na;na;na;1.794.473;1861.69;1.625.759;1.644.718;1.823.891;2.506.331;1.547.276
Talcaruca;15°C;500ppm;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;8.058;34.07;15.36;8.597.883.048;1.366.570.337;1.367.605.703;0.877610018;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
Talcaruca;15°C;500ppm;0.01;-2.320.266;0.03;0.36;0.12;0.014;0.234;0.035;-23.203;0.004;0;0.963;394.585;0.084;36.737;8.058;34.07;15.36;1.881.236.381;3.116.161.928;3.170.881.689;2.034.795.211;0.012;0.846;0.006;0.218;12.468;181.533;14.411;0.078;0.969;2.261.963;1.664.011;1.677.062;1.772.875;1.801.761;1.823.891;1861.69
Talcaruca;15°C;500ppm;0.006;-2362.36;0.05;0.35;0.57;0.022;0.292;0.053;-23.624;0.004;0.001;0.908;281.803;0.116;34.548;8.058;34.07;15.36;9.141.134.451;1.460.012.348;1.463.163.198;0.93893048;na;na;na;na;na;677.642;81.21;0.126;0.858;1.524.268;1.823.891;1717.15;2007.97;1.730.832;1.576.775;1.458.243
Talcaruca;15°C;1500ppm;0.004;-2.309.483;0.93;1.07;0.22;0.014;0.26;0.042;-23.095;0;0;0.862;193.24;0.111;22.333;7.703.692.434;34.07;15.7;1.908.285.711;8.296.551.373;154.822.612;0.994270955;0.009;0.849;0.004;0.158;9.912;517.628;85.76;0.171;0.964;1.651.112;1.854.037;1.431.992;1.524.268;1.529.972;1.258.018;1.730.832
Talcaruca;15°C;1500ppm;0.007;-2.461.707;0.12;1.24;-0.34;0.001;0.274;0.041;-24.617;0.002;0.001;-1.436;48.362;0.148;9.69;7.703.692.434;34.07;15.7;1.990.846.735;8.661.636.533;1.616.648.328;1.038.211.703;0.007;0.661;0.003;0.13;;667.357;287.349;0.452;0.978;1.613.301;1.570.808;1.670.517;1421.69;1.801.761;1.696.928;1.288.409
Talcaruca;15°C;1500ppm;0.002;-2.504.465;0.29;0.26;0.28;0.008;0.21;0.031;-25.045;0.003;0;0.953;390.246;0.081;32.953;7.703.692.434;34.07;15.7;1.940.222.847;8.437.779.569;1.574.693.555;1.011.268.344;0.012;0.709;0.006;0.293;29.184;372.028;41.749;0.115;0.975;1.892.783;1.547.276;1362.15;1.831.358;1.570.808;1.965.653;1.744.679
Talcaruca;15°C;1500ppm;0.004;-2.558.171;0.22;-0.08;0.68;0.006;0.29;0.034;-25.582;0.003;0.001;0.946;231.342;0.088;21.491;7.703.692.434;34.07;15.7;1.864.335.312;8.102.195.246;1.511.803.679;0.97088046;0.011;0.568;0.005;0.217;17.892;282.353;12.938;0.047;0.898;1.576.775;1.329.129;1.468.945;1.854.037;1.737.735;1.846.431;1.690.267
Talcaruca;10°C;500ppm;0.004;-613.935;0.25;0.66;0.09;0.039;0.32;0.207;-6.139;0.011;0.002;0.742;443.422;0.217;92.323;7.968.810.547;34.43;10.47;6.663.064.815;1.091.249.938;0.857031177;0.545046649;0.006;0.543;0.003;0.02;na;549.324;31.293;0.059;0.938;2.016.597;1.447.657;1.279.615;1.319.915;1.224.584;1.216.434;1.241.132
Talcaruca;10°C;500ppm;-0.025;-225.173;0.03;0.24;0.48;0.052;0.372;0.262;-2.252;0.014;0.002;0.849;223.005;0.231;50.454;7.968.810.547;34.43;10.47;7.153.002.164;1.178.324.214;0.927820305;0.590066455;na;na;na;na;na;1.166.452;147.559;0.13;0.981;1.564.875;2.042.815;1.765.762;1.999.398;1.683.645;1.846.431;1.582.776
Talcaruca;10°C;500ppm;0.004;-789.24;-1.55;0.26;-0.12;0.048;0.374;0.296;-7.892;0.017;0.002;0.823;326.143;0.243;79.215;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219;na;na;na;na;17.316;1.520.651;306.902;0.207;0.974;1.869.391;1.758.692;1.990.881;1.780.031;1.949.101;1.184.633;955.462
Talcaruca;10°C;500ppm;0.005;-194.684;0.61;0.82;0.04;0.041;0.328;0.264;-1.947;0.016;0.003;0.722;267.39;0.248;65.987;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912;na;na;na;na;26.316;782.995;78.396;0.102;0.978;1.690.267;1.406.444;1.638.362;1.613.301;1.794.473;1.990.881;2.231.431
Talcaruca;10°C;1500ppm;0.005;-656.13;0.21;1.65;0.09;0.029;0.286;0.179;-6.561;0.015;0.002;0.8;248.117;0.119;30.752;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489;0.013;0.578;0.006;0.051;na;455.625;32.911;0.075;0.958;1.284.001;1.512.956;1.292.841;1.437.185;1.452.935;1.431.992;1.279.615
Talcaruca;10°C;1500ppm;0.024;279.873;2.05;1.9;0.3;0.061;0.302;0.236;2.799;0.016;0.003;0.849;324.986;0.169;53.346;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859;na;na;na;na;na;671.939;72.804;0.111;0.963;1.892.783;1.352.591;1501.77;2.087.661;2.078.574;2.211.418;2.314.261
Talcaruca;10°C;1500ppm;0.006;-354.842;0.1;0.17;0.38;-0.01;0.362;0.221;-3.548;0.015;0.002;0.739;211.211;0.28;63.131;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186;0.013;0.734;0.006;0.043;13.632;637.487;116.181;0.189;0.951;2.324.939;1861.69;1.690.267;1.683.645;1.744.679;1.524.268;1787.23
Talcaruca;10°C;1500ppm;0.003;-821.081;0.53;0.77;1.21;0.026;0.306;0.207;-8.211;0.012;0.003;0.878;282.189;0.198;55.831;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224;0.02;0.563;0.009;0.071;28.152;918.273;226.376;0.255;0.973;1.161.594;1.507.348;1.535.707;1.564.875;1.426.827;1.416.581;1.710.369
Talcaruca;15°C;500ppm;0.019;-611.268;0.59;0.52;0.15;0.043;0.374;0.268;-6.113;0.013;0.001;0.924;161.985;0.165;27.969;8.058;34.07;15.36;1.738.847.817;2.872.892.405;2.918.949.606;1.873.127.181;0.006;0.447;0.003;0.015;31.536;792.413;99.661;0.129;0.978;2.134.001;2.282.668;2.630.696;2.261.963;2.251.717;2.172.192;2.314.261
Talcaruca;15°C;500ppm;-0.035;-633.143;0.21;0.07;0.28;0.032;0.348;0.219;-6.331;0.015;0.003;0.972;625.025;0.149;94.986;8.058;34.07;15.36;1.069.966.363;1.727.734.194;1.737.620.528;1.115.053.249;na;na;na;na;na;439.835;47.503;0.112;0.876;1.241.132;1.485.222;1.651.112;1.458.243;1.547.276;1.576.775;1.529.972
Talcaruca;15°C;500ppm;0.033;238.345;2.61;2.06;2.24;-0.055;0.444;0.265;2.383;0.018;0.003;0.903;280.12;0.206;54.859;8.058;34.07;15.36;1.157.805.072;1.878.427.748;1.892.477.759;1.214.427.108;0.012;0.846;0.006;0.038;11.136;626.846;66.969;0.108;0.955;1.507.348;1.406.444;1.625.759;1.683.645;1.696.928;1.816.469;1.607.126
Talcaruca;15°C;500ppm;0.031;-254.615;2.61;0.22;1.58;0.049;0.392;0.241;-2.546;0.019;0.003;0.809;395.15;0.183;72.371;8.058;34.07;15.36;1.152.715.223;1.869.699.094;1.883.501.512;1.208.666.936;0.008;0.631;0.003;0.023;na;513.966;60.161;0.122;0.876;1.106.852;1.547.276;1.529.972;1.657.543;1.710.369;1.496.223;1787.23
Talcaruca;15°C;1500ppm;0.013;-664.233;0.26;-0.19;1.5;0.362;0.39;0.223;-6.642;0.015;0.003;0.95;325.661;0.164;52.341;7.703.692.434;34.07;15.7;340.136.437;1.489.724.173;2.785.920.753;178.911.856;0.089;0.637;0.04;0.29;na;632.516;71.223;0.115;0.923;1421.69;1.809.092;1.683.645;1.507.348;1.490.707;1501.77;1.619.512
Talcaruca;15°C;1500ppm;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;7.703.692.434;34.07;15.7;2.164.375.808;9.428.930.678;1.760.469.479;1.130.573.659;na;na;na;na;17.796;na;na;na;na;na;na;na;na;na;na;na
Talcaruca;15°C;1500ppm;-0.037;-814.157;0.19;0.35;0.93;0.009;0.31;0.214;-8.142;0.017;0.003;0.961;561.701;0.172;94.678;7.703.692.434;34.07;15.7;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608;0.008;0.715;0.003;0.026;30.984;512.57;49.326;0.095;0.99;1.192.465;1.479.766;1.588.811;1.582.776;1.619.512;1.518.596;1.570.808
Talcaruca;15°C;1500ppm;0.027;-283.595;0.13;1.81;1.19;-0.032;0.356;0.256;-2.836;0.02;0.004;0.9;485.285;0.131;74.447;7.703.692.434;34.07;15.7;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857;0.019;0.576;0.009;0.055;na;487.158;61.247;0.124;0.978;2.643.639;2.152.969;2.482.518;1717.15;2.357.417;2181.9;2413.08
Talcaruca;10°C;500ppm;-0.001;-2101.47;0.11;0.39;0.35;-0.004;0.306;0.109;-21.015;0.007;0.001;0.95;501.576;0.131;65.236;7.968.810.547;34.43;10.47;9.950.677.606;167.338.182;1.333.619.653;0.848142917;na;na;na;na;21.3;461.459;413.374;0.923;0.995;1.135.554;1.670.517;1.485.222;2.051.668;1.744.679;1.723.971;1.990.881
Talcaruca;10°C;500ppm;0.005;-1.876.688;0.06;0.54;0.37;0.031;0.326;0.137;-18.767;0.008;0.001;0.989;331.445;0.14;48.789;7.968.810.547;34.43;10.47;3.885.528.431;5.943.410.262;0.45806213;0.291314057;na;na;na;na;na;642.897;161.843;0.262;0.957;1.135.554;1.288.409;1.366.967;1.490.707;1501.77;1.553.109;1.553.109
Talcaruca;10°C;500ppm;0.006;-2312.67;0.06;1.36;-0.34;0.013;0.354;0.114;-23.127;0.007;0.002;0.703;207.067;0.315;64.342;7.968.810.547;34.43;10.47;5.018.666.814;7.978.488.662;0.620266886;0.394471516;na;na;na;na;20.112;735.033;412.243;0.583;0.997;1861.69;1.696.928;1.772.875;1.846.431;1.854.037;1.751.664;1.772.875
Talcaruca;10°C;500ppm;0.005;-2.520.406;-0.04;-0.01;0.85;0.012;0.296;0.087;-25.204;0.005;0.001;0.976;225.619;0.151;37.103;7.968.810.547;34.43;10.47;5.255.217.167;8.401.806.615;0.654236104;0.41607494;na;na;na;na;18;911.451;108.122;0.121;0.963;1.670.517;1.664.011;1.751.664;1.730.832;1787.23;1501.77;1.809.092
Talcaruca;10°C;1500ppm;0.012;-2.378.895;0.18;0.17;0.1;0.029;0.284;0.105;-23.789;0.008;0.001;0.878;226.314;0.137;31.414;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714;na;na;na;na;na;289.823;26.627;0.091;0.887;1362.15;1362.15;1.553.109;1.625.759;1.600.986;1.600.986;1.485.222
Talcaruca;10°C;1500ppm;0.009;-1.537.354;0.25;1.12;1.71;0.072;0.33;0.138;-15.374;0.011;0.002;0.982;432.066;0.102;46.364;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183;0.014;0.778;0.007;0.076;22.584;495.056;35.359;0.074;0.934;na;na;na;na;na;na;na
Talcaruca;10°C;1500ppm;0.009;-2.343.809;0.32;1.57;0.08;0.012;0.264;0.113;-23.438;0.008;0.002;0.952;290.834;0.115;37.524;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981;0.004;0.547;0.002;0.026;14.28;536.544;60.323;0.114;0.889;1.632.042;1.765.762;1.468.945;1.507.348;1.816.469;1.670.517;2.617.847
Talcaruca;10°C;1500ppm;0.024;-2.230.875;0.87;2.23;0.3;0.034;0.278;0.127;-22.309;0.01;0.002;0.853;194.011;0.155;30.491;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878;0.015;0.691;0.007;0.085;12.372;746.078;80.792;0.115;0.854;1.625.759;2.106.014;2335.69;2.494.382;2.470.738;2.530.488;1.553.109
Talcaruca;15°C;500ppm;0.026;-2.571.755;0.29;0.87;0.16;0.046;0.276;0.096;-25.718;0.01;0.002;0.853;214.559;0.152;34.56;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867;0.013;0.773;0.006;0.084;na;607.477;92.458;0.159;0.931;1.529.972;1.576.775;1.442.407;1.564.875;1.558.975;1.737.735;1.869.391
Talcaruca;15°C;500ppm;0.021;-2.628.331;0.28;0.88;0.16;0.049;0.334;0.103;-26.283;0.007;0;0.925;355.478;0.084;33.13;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251;0.003;0.51;0.002;0.024;17.892;468.002;25.608;0.056;0.987;na;na;na;na;na;na;na
Talcaruca;15°C;500ppm;0.016;-2.469.946;0.17;0.34;0.21;0.024;0.336;0.118;-24.699;0.01;0.002;0.961;383.992;0.128;48.987;8.058;34.07;15.36;1.585.988.789;2.611.580.164;2.648.630.946;169.966.025;0.007;0.487;0.003;0.044;na;565.86;105.728;0.197;0.946;1.437.185;1.794.473;1.670.517;1.535.707;1717.15;1.801.761;1.651.112
Talcaruca;15°C;500ppm;0.009;-2765.08;0.06;1;0.13;-0.051;0.348;0.097;-27.651;0.007;0.001;0.969;322.211;0.098;31.287;8.058;34.07;15.36;8.597.883.048;1.366.570.337;1.367.605.703;0.877610018;na;na;na;na;5.868;459.097;41.101;0.094;0.948;2.494.382;1.582.776;2.016.597;1.677.062;1.869.391;1.576.775;1.479.766
Talcaruca;15°C;1500ppm;0.019;-2.792.245;0.08;0.94;-0.04;0.011;0.268;0.101;-27.922;0.004;0.001;0.858;290.712;0.153;44.822;7.703.692.434;34.07;15.7;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713;na;na;na;na;28.368;558.783;72.633;0.129;0.988;1.794.473;1.801.761;1.884.937;1.908.622;1.780.031;1717.15;1.582.776
Talcaruca;15°C;1500ppm;0.01;-2.478.632;0.13;0.25;0.27;0.041;0.314;0.11;-24.786;-0.002;0.001;0.998;245.97;0.099;25.435;7.703.692.434;34.07;15.7;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331;0.01;0.715;0.005;0.065;33.36;848.371;111.006;0.134;0.973;1.838.871;1.765.762;1.677.062;1.744.679;2.435.899;2.172.192;2.087.661
Talcaruca;15°C;1500ppm;0.016;-2.523.392;0.26;1.05;0.02;0.01;0.292;0.125;-25.234;0.009;0.002;0.966;246.134;0.118;30.433;7.703.692.434;34.07;15.7;1.908.285.711;8.296.551.373;154.822.612;0.994270955;0.002;0.924;0.001;0.009;3.432;566.19;45.195;0.082;0.965;1.651.112;1.670.517;2.459.042;2025.28;1.900.678;2.096.807;2820.97
Talcaruca;15°C;1500ppm;0.011;-2.362.905;0.21;1.84;0.59;0.037;0.302;0.127;-23.629;0.009;0.001;0.986;214.114;0.123;26.404;7.703.692.434;34.07;15.7;1.990.846.735;8.661.636.533;1.616.648.328;1.038.211.703;0.018;0.904;0.008;0.101;na;296.078;17.478;0.055;0.986;1.306.273;1.507.348;1.529.972;1.490.707;1.794.473;1.490.707;1.710.369
Talcaruca;10°C;500ppm;0.004;-3.122.278;0.1;0.55;0.05;0.011;0.316;0.087;-31.223;0.006;0.001;0.549;345.344;0.192;67.334;7.968.810.547;34.43;10.47;1.184.127.683;2.006.405.865;1.608.969.792;1.023.257.516;na;na;na;na;9.816;924.818;195.61;0.222;0.955;1.657.543;1.703.629;1.816.469;1.846.431;1.949.101;1.932.756;1.794.473
Talcaruca;10°C;500ppm;0.002;-3.231.011;-0.01;0.5;0.04;0.018;0.356;0.091;-32.31;0.005;0.001;0.73;353.251;0.151;51.089;7.968.810.547;34.43;10.47;5.374.033.184;8.614.258.507;0.67131087;0.42693399;na;na;na;na;na;811.144;245.654;0.315;0.951;1.258.018;1.089.463;1.458.243;1.452.935;1.625.759;1.496.223;1.275.251
Talcaruca;10°C;500ppm;0.003;-3.160.634;-0.01;0.07;0.61;0.006;0.274;0.063;-31.606;0.005;0.001;0.904;187.197;0.136;27.593;7.968.810.547;34.43;10.47;6.663.064.815;1.091.249.938;0.857031177;0.545046649;na;na;na;na;na;416.097;32.898;0.079;0.977;1.442.407;1421.69;1.180.746;1.352.591;1.541.475;1.916.616;891.158
Talcaruca;10°C;500ppm;0.004;-3.184.728;0.1;0.26;0.08;-0.003;0.288;0.09;-31.847;0.006;0;0.809;355.891;0.202;71.515;7.968.810.547;34.43;10.47;7.153.002.164;1.178.324.214;0.927820305;0.590066455;na;na;na;na;28.104;655.185;219.555;0.348;0.946;1.677.062;1.690.267;1.613.301;1.854.037;1.683.645;1.496.223;1.780.031
Talcaruca;10°C;1500ppm;0.009;-2.878.927;0.1;0.21;0.5;0.017;0.264;0.108;-28.789;0.007;0.001;0.95;213.58;0.188;42.625;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489;na;na;na;na;na;725.107;81.023;0.116;0.964;1.588.811;1.924.661;1.588.811;2.106.014;2.303.658;2.069.547;2.314.261
